triggers	path	source	verified
app-over-framework, apps are merged in install order with frappe first, an app csv row for a string the framework already ships silently replaces the framework's own wording for every user of that string, get_translations_from_apps, get_translations_from_csv, get_translation_dict_from_file, get_translations_from_mo, get_installed_apps, get_all_apps, RateLimiter.reject, Cannot make dict for single fieldname, Either key or IP flag is required., You hit the rate limit because of too many requests. Please try after sometime., app translation overrides framework translation, translation merge order, installing an app changed the wording of a message everywhere else, a standard message suddenly reads differently after we added our app, why did the text of a built-in message change when i installed another app, the same sentence is translated two different ways in different screens, our translation of a shared message keeps getting overwritten, which app wins when two apps translate the same sentence, my translation stopped working after the upgrade and i never touched it, the wording i set is gone again after updating, why does my translated text revert after an update, changing the translation for one screen broke the wording on another screen, app over framework	knowledge/bench/app-over-framework.md	-	-
backup, a default backup dumps every table including __auth, deletes everything older than a day in the backup folder before it starts, carries neither the site config nor the key that decrypts what it holds, BackupGenerator, setup_backup_tables, set_backup_file_name, backup_encryption, get_recent_backup, backup_files, copy_site_config, take_dump, delete_temp_backups, get_or_generate_backup_encryption_key, get_backup_encryption_key, decrypt_backup, fetch_latest_backups, new_backup, scheduled_backup, base_tables, BACKUP_ENCRYPTION_CONFIG_KEY, get_command, restore, _restore, restore_backup, partial_restore, is_partial, extract_files, execute_in_shell, gzip not found in PATH! This is required to take a backup., what does bench backup include, restore a site backup, the dump file we shared has everyone's passwords in it, is it safe to hand a database dump to an outside developer, the backup includes tables i did not expect it to include, my exported file disappeared from the backup folder overnight, something deleted yesterday's backup and now there is nothing to restore, why do old files vanish from the backup directory on their own, nobody can log in after we restored the database, all the users lost their passwords after the restore, why are stored passwords unreadable on the restored copy, the file says it is encrypted but it opens as plain text, attachments are missing after restoring even though the records are there, the restore finished fine but half the system is empty	knowledge/bench/backup.md	-	-
bench-root, the bench root is derived from where the frappe package is imported from, three levels up, a second checkout on disk is only source and the root that answers is the one whose sites directory holds a site_config.json, get_bench_path, FRAPPE_BENCH_ROOT, get_bench_id, get_sites, get_site_path, sites_path, bench_id, site_config.json, common_site_config.json, __version__, apps, sites, env, where is frappe installed, which bench is live, two frappe checkouts, installed source path, frappe source location, which version am I reading, i edited the file and nothing changed on the running site, my change has no effect no matter how many times i restart, am i editing the copy the site actually uses, there are two copies of the same code on this machine, which folder is the live one and which one is just a leftover, how do i tell where the running code is actually installed, the function i read about does not behave the way the file says, the code i am reading does not match what the system does, why does the version on disk differ from the version the site reports, a script reads the wrong folder when i run it from somewhere else, bench root	knowledge/bench/bench-root.md	-	-
build, bench build reads each app's public/build.json, writes bundles into sites/assets/<app>/dist with sites/assets/assets.json as the map from source name to hashed output, links every app's public folder into sites/assets, compiles that app's translations, downloads frappe's prebuilt assets instead of building them unless --force, --apps or ci is set, bundle, download_frappe_assets, build_missing_files, get_assets_link, fetch_assets, setup_assets, generate_assets_map, make_asset_dirs, link_assets_dir, clear_broken_symlinks, symlink, check_node_executable, get_node_env, get_safe_max_old_space_size, compile_translations, get_build_json, get_build_json_path, get_apps_list, write_assets_json, assets.json, build.json, hard-link, save-metafiles, bench build produces, assets not updating, sites/assets, the page still shows the old file after i changed it, my style change never appears in the browser no matter what i do, why do my edits to the front end not show up on the site, the new image i added returns not found, a file i put in the public folder is not reachable from the browser, why can the site not see a file i just added to the app, the rebuild finished but nothing about the site changed, it says done but the framework itself was never rebuilt, why does rebuilding skip part of the system, the second rebuild fails with a timeout while another one is running, our app is ignored completely when everything is rebuilt, the translated labels never refresh until i do something else, the page shows the same old thing no matter what i change	knowledge/bench/build.md	-	-
case, frappetestcase.set_user restores the user the block was entered with rather than administrator, change_settings, patch_hooks and timeout are module-level in frappe.tests.utils rather than methods on the case, FrappeTestCase, FrappeTestCase.set_user, FrappeTestCase.switch_site, FrappeTestCase.freeze_time, FrappeTestCase.primary_connection, FrappeTestCase.secondary_connection, FrappeTestCase.assertQueryCount, FrappeTestCase.assertRedisCallCounts, FrappeTestCase.assertRowsRead, FrappeTestCase.assertQueryEqual, FrappeTestCase.assertDocumentEqual, FrappeTestCase.assertSequenceSubset, FrappeTestCase.normalize_html, FrappeTestCase.normalize_sql, FrappeTestCase.enable_safe_exec, MockedRequestTestCase, patch_hooks, timeout, ValidationError, MandatoryError, UpdateAfterSubmitError, LinkValidationError, NameError, Document._validate_mandatory, Document.validate_update_after_submit, Error: Document has been modified after you have opened it, frappe test case set_user, change_settings and patch_hooks in tests, a later test runs with full rights it should not have, my tests pass on their own but fail when run together, why does one test change who the next test runs as, the test still passes after i deleted the rule it was supposed to protect, the test proves nothing because it passes with the code removed, how do i make a failure test actually check my own rule, the helper i want to use cannot be found on the test class, importing the settings helper for a test fails, where do the test helpers for changing settings live, the clock i froze in the test is off by the time zone, the setup on my test class is silently skipped	knowledge/bench/case.md	-	-
config, a site's configuration is common_site_config.json merged under site_config.json, six keys rewritten from the process environment, extra_config merged last, neither json file is the final answer, get_site_config, get_common_site_config, init, conf, _update_config_file, update_site_config, get_site_config_path, filelock, Cannot make dict for single fieldname, site_config.json vs common_site_config.json, where does frappe read site configuration, the site keeps connecting to the wrong database even though the config file says otherwise, i changed the database host in the config and it still goes to the old one, why does the site ignore what i wrote in the site configuration file, i set a value from the command line but the background workers still use the old one, the setting only takes effect after i restart everything, why do some processes see the new setting and others keep the old one, i saved the word false as a setting and it came back as something else, the value i typed as a number is not stored as a number anymore, how do i remove a setting completely instead of leaving it empty, my check for a missing setting never fires even though i never set it, the configuration file is broken and nothing warns me it just quietly uses the old values	knowledge/bench/config.md	-	-
context, context is not a field in the loaded dict but part of the key, every source stores a contextual string under `source:context`, `_()` tries that key first and the bare source second, get_translation_dict_from_file, get_user_translations, get_translations_from_mo, Translation, Cannot make dict for single fieldname, translation context key, _() with context argument, the same word is translated on one screen but stays english on another, my translation shows up in one place and not the other and i cannot see why, why does one english word need two different translations in different screens, the translation file has the text but the page still shows english, i added the translation and nothing changed on the page, how do i give one english word two meanings in another language, adding a note beside a string made the translation stop working, my translation with a note only works on some buttons, why is the text translated only when i remove the extra note column, translating one word broke the other place the same word is used	knowledge/bench/context.md	-	-
csv, an app's translation csv is read into a plain dict in file order, the last row for a key wins, a row that is neither two nor three columns is written to the error log and skipped, get_translations_from_csv, get_translation_dict_from_file, read_csv_file, update_csv_from_po, csv_to_po, translation csv file format, app csv duplicate key, some rows in my translation file load and some just do not, why are half the lines in my translation file ignored, i added a line to the translation file and nothing happened on the site, a translation i wrote earlier got replaced by a later line with the same text, the same english text appears twice in my file and only one of them wins, the file is inside the app but the site loads no translations from it at all, where exactly do i put the translation file so it gets picked up, a broken line in my translation file is skipped without telling me, how do i put a line break inside a translated text, one translation keeps overwriting another and there is no error anywhere	knowledge/bench/csv.md	-	-
custom-docperm, one custom docperm row for a doctype replaces the entire shipped permissions block for every role on it, the first row is a copy of the native docperm rather than a blank one, a single reset click deletes them all, set_custom_permissions, add_permission, setup_custom_perms, copy_perms, reset_perms, update_permission_property, add, reset, update, sync_customizations_for_doctype, remove_app, Cannot set, There must be atleast one permission rule., Only allowed to export customizations in developer mode, customize doctype permissions without a patch, after i gave one role access everyone else lost theirs, granting a permission to a single role removed permissions from other roles, why did other roles lose access when i only added one role, roles that used to open this document cannot open it anymore and i changed nothing for them, i clicked reset on the permissions screen and everything we set up is gone, my permission setup disappears every time the site is updated, the access rules i seeded keep being added again after every update, how do i change who can see a document type without editing the original app, my code never deletes a permission but permissions keep vanishing, after removing the app its old access rules are still there, why does the permission screen show a much shorter list than before, custom docperm	knowledge/bench/custom-docperm.md	-	-
custom-json, a module's custom json carries four keys with four different write semantics, it is applied on every migrate only when sync_on_migrate is truthy, the exporter writes no file for a doctype customized by links alone, sync_customizations, sync_customizations_for_doctype, export_customizations, create_custom_fields, create_custom_field, get_existing_custom_fields, PropertySetter.autoname, PropertySetter.validate, delete_property_setter, db_insert, db_update, add_custom_links_and_actions, set_custom_permissions, Custom Field, Property Setter, Only allowed to export customizations in developer mode, Label is mandatory, Fieldname not set for Custom Field, module customize json, property setter and custom field file, i edited the customization file and nothing changed on the site after an update, why does my customization only apply on a fresh install and never again, my saved customizations are not applied when the site is updated, the connections tab is empty even though the file lists them, the related documents section shows nothing although i added them, why do my links never show up on the form, i exported the customizations and no file was written and no error appeared, the export said it worked but there is nothing on disk, importing the customization wiped a setting another team had made, a change someone else made on the same field was overwritten by my file, how do i ship a field change without losing what others changed on that field, custom json	knowledge/bench/custom-json.md	-	-
fixtures, a fixture is for a constant the app owns, it re-imports with force on every migrate, commits after each file, runs with in_import set so no field default is applied and no naming series advances, sync_fixtures, import_fixtures, import_custom_scripts, export_fixtures, import_doc, export_json, import_file_by_path, ignore_values, _set_defaults, queue_action, check_if_locked, unlock, DOCUMENT_LOCK_EXPIRY, set_new_name, getseries, FormMeta, load_workflow, Data Import, Scheduler is inactive. Cannot import data., Error: Document has been modified after you have opened it, Special Characters except, ship data with an app, fixtures export and import, the settings i changed on the site went back to the old values after the last update, why do my changes to that settings page keep getting overwritten every time we update, furious that every deploy wipes the values the customer set by hand, the sample records i deleted came back on their own, i removed the demo data and it reappeared after the next update how do i stop it, deleting those starter records does nothing they are back the next morning, the setup data loaded only halfway and there is no way to roll it back, half the records got created and then it crashed and the first half stayed, why did an error in the middle of loading leave the earlier records saved, records loaded from the app have empty fields that should have had a value, the imported records are missing values i never filled in but expected to default, i keep getting duplicate name errors on the first record i create by hand, the numbering restarted at one and collided with records that were shipped with the app, a form of that type refuses to open at all and fails the same way every single time, the second run failed saying the document is locked and i cannot get past it	knowledge/bench/fixtures.md	-	-
frontend-boundary, the desk is handed the whole merged dictionary in its boot payload while a portal page is handed none at all, the same `__()` call translates in the desk and returns english on the portal, get_messages_for_boot, send_translations, __messages, _messages, frappe._, get_all_messages_from_js_files, get_messages_from_include_files, extract_messages_from_javascript_code, get_messages_from_file, get_boot_data, portal string not translated, __() returns english on website page, the text is translated inside the admin screens but comes out english on the public page, why is my customer facing page still in english when the back office is translated, so annoyed that the same label translates in one place and not the other, the public website page ignores the language completely, i added the translation row and the public page still shows english, adding the translation did nothing for the portal page what am i missing, the string never made it into the translation file for extraction, some labels are picked up for translation and others are silently skipped, how do i get translated text onto a page outside the admin area, nothing in the browser tells me whether the translation is missing or was never sent, frontend boundary	knowledge/bench/frontend-boundary.md	-	-
gettext, a po file is compiled to an mo under sites/assets/locale only when the mo is missing or older than the po by mtime, an mo whose timestamp runs ahead of its po is never rewritten and no error says so, get_po_dir, get_po_path, get_pot_path, get_mo_path, get_locale_dir, compile_translations, _compile_translation, write_binary, get_translations_from_mo, generate_pot, update_po, new_po, migrate, build, po file to mo file, translation mo file not updating, i edited the translation file and the site still shows the old wording, why does the build say the translation is already up to date when i just changed it, raging that my translation edits never reach the running site, translations stopped updating after we restored a backup, after pulling the code again the translations froze at an older version, the new wording shows on my machine but not on the server, how do i force the translations to be rebuilt from scratch, no error appears but the translated text never changes, the language with a region code seems to be ignored entirely, a whole language file looks like it is not being read and nothing complains	knowledge/bench/gettext.md	-	-
hooks, every non-underscore value in an installed app's hooks.py is collected into one merged dict whatever its name, a key no reader function asks for is stored and never read and the misspelling raises nothing, _load_app_hooks, get_hooks, append_hook, _is_valid_hook, app_hooks, get_installed_apps, hooks.py, hook key list, which hook keys exist, hook not firing, hook key ignored, list of frappe hooks, custom hook key, developer_mode hooks cache, the code i registered never runs and nothing is logged, why is my handler never called even though it is declared, livid that a declared handler is silently ignored with no error, i misspelled the setting name and nothing warned me at all, how do i find the exact list of names i am allowed to declare, which entries in that config file actually do something, my setting is accepted but seems to have no effect anywhere, changes to the app configuration are not picked up until a restart, the old configuration keeps being used after i edited it, how do i check what all the installed apps together declare for one setting	knowledge/bench/hooks.md	-	-
install-app, the app is committed to installed_apps before a single one of its hooks has run and nothing wraps the sequence, the uninstall's only automatic cleanup is the doctypes carrying a link field to module def, install_app, add_to_installed_apps, post_install, remove_app, _delete_modules, _delete_doctypes, _get_module_linked_doctype_field_map, remove_from_installed_apps, add_module_defs, set_all_patches_as_completed, uninstall_app, bench install-app order of operations, install an app on a site, the app shows as installed but none of its data was created, the install crashed partway and now it refuses to install again saying it is already there, furious that a failed install left the site in a state i cannot repair or repeat, how do i recover a site where the app is listed but its setup never finished, roles and permissions from the app stayed behind after i removed it, why does uninstalling leave rows and grants all over the site, after removing the app there are leftover fields pointing at things that no longer exist, the removal reported success but clearly cleaned nothing up, i need the setup data to survive a failure where should i put it instead of the install step, a required companion app was missing and the install blew up, the install stopped without any message and nothing was created, install app	knowledge/bench/install-app.md	-	-
lazy, `_()` resolves against `local.lang` at call time, a module body freezes the english string at import, `_lt` is the only form that survives to render time, _lt, _LazyTranslate, Cannot make dict for single fieldname, _lt lazy translation, translated string frozen at import, the label is stuck in english no matter what language i pick, some text on the page never switches language for anyone, why is one button still english when everything around it is translated, i added the translation and it still shows the english word, the dropdown choices stay in english but the rest of the form translates, the default value of a field is never translated, comparing a translated value blows up with not implemented, sorting a list of translated labels crashes, checking if a translated string equals something raises an error, the text translates in one place and not in another with the same wording, nothing in the log explains why this one string never translates	knowledge/bench/lazy.md	-	-
lookup, a string wrapped in `_()` still shows in english when the extractor never saw it as a literal, when it did and the merged translation cache in redis was never told to forget the old value, arabic text not translated, arabic string not translated, text not translated, translation not showing, translation not working, wrapped in gettext and still english, _() does nothing, marked the string for translation and it still shows english, added an arabic translation and the ui still shows english, translated csv row exists but the page shows the source text, edited the po file and the site still shows the old text, why does the extractor skip this string, template literal never gets translated, f-string never gets translated, string built from concatenation never picked up for translation, frappe._messages, get_all_translations, merged_translations cache, TRANSLATE_PATTERN, is_translatable, translation only updates after a hard reload, translation only updates after bench build, user translation from desk works but csv edit does not, Translation doctype saves instantly but the csv file does not	knowledge/bench/lookup.md	-	-
merge, five sources are merged into one dict per language in a fixed order, country names are applied last and win every collision, the three highest sit inside one suppress(exception) that drops all of them together, get_all_translations, get_translations_from_apps, get_user_translations, get_parent_language, clear_cache, MERGED_TRANSLATION_KEY, USER_TRANSLATION_KEY, get_translated_countries, Translation, clear_user_translation_cache, how are translations merged, country names override translation, the country name will not translate no matter what i add, i translated the country and it keeps coming back in english, why does my translation for a country get ignored every time, suddenly the whole page is english again but some words still translate, translations disappeared for everything except the ones shipped with the app, why did all the custom translations stop working at once, i changed a translation and the site still shows the old one, how long until a new translation actually shows up on the site, the translation only appears after i restart or clear something, my dialect translations are being replaced by the main language ones, which translation wins when two of them define the same text	knowledge/bench/merge.md	-	-
migrate, three phases each wrapped in a commit-or-rollback decorator run patches, the schema, a fixed sync order that ends with the after_migrate hooks, none of it reaches a site being installed, SiteMigration, atomic, pre_schema_updates, run_schema_updates, post_schema_updates, run, setUp, tearDown, required_services_running, DBQueryProgressMonitor, sync_all, sync_for, remove_orphan_doctypes, run_all, PatchType, install_app, add_module_defs, set_all_patches_as_completed, filelock, bench migrate order of operations, what does migrate actually run, the setting is right on my machine but missing on the customer site, brand new sites are missing a record that all the old sites have, why does a fresh install skip the step that fixes this, the feature is left switched on for every newly created site, my fixture keeps getting overwritten by something else after an update, the field change i shipped is reverted every time we update, in what order do things actually happen when we update the site, the update fails instantly when i run it twice at the same time, running the update a second time says it cannot get a lock, the code that seeds data never runs on new installs, the update stops right at the start and exits with an error before doing anything	knowledge/bench/migrate.md	-	-
new-site, db_name is the name of the database, the mariadb user and the grantee at once, --force drops whatever already answers to it, a repeated new-site keeps the first run's site_config.json including its password, make_conf, make_site_config, get_conf_params, install_db, setup_database, get_root_connection, drop_user_and_database, bootstrap_database, DbManager.create_user, create_database, grant_all_privileges, delete_user, drop_database, flush_privileges, new_site, bench new-site database name, create a new site, creating a new site wiped out an existing database, i lost a whole site because i forced the creation of a new one, does creating a site with the same name destroy the old data, it refuses to create the site saying the database already exists, why does site creation stop and complain the name is taken, i retried creating the site and now it cannot log into the database, access denied for the database user after a failed site creation and retry, the second attempt at creating the site uses the wrong password, it never asked me for the root password when creating a site, the database password is sitting in a config file in plain text, i renamed the database in the config and everything broke, new site	knowledge/bench/new-site.md	-	-
patches, the handler wraps the patch body and its patch log row in one transaction, it stamps the patch on any normal return, a patch that swallowed every row failure is recorded as done and never runs again, run_all, run_single, execute_patch, update_patch_log, executed, PatchType, delete_doc, check_if_doc_is_linked, check_if_doc_is_dynamically_linked, check_permission_and_not_submitted, add_to_deleted_document, Standard DocType can not be deleted., This document can not be deleted right now as it, patches.txt format, write a data migration patch, the data fix says it completed but nothing actually changed, my one time data script is marked done and refuses to run again, why does it think the migration step already ran when the old rows are still there, half the records were converted and the rest were left behind, the data script ran twice and made a mess of the records, the same one time script keeps running on every update, it will not let me delete the record because something still links to it, deleting a document fails saying it cannot be deleted right now, how do i safely remove a record that other records point at, i forced the delete and now there are broken references everywhere, the deleted record is gone for good and there is no way to restore it	knowledge/bench/patches.md	-	-
property-setter, a property setter row is applied over the doctype's shipped json on every meta load, a property one covers can never change again from the app code, nothing announces the override, Property Setter, PropertySetter.autoname, PropertySetter.validate, make_property_setter, delete_property_setter, bulk_delete_property_setters, _delete_property_setters, Meta.apply_property_setters, Meta.process, Meta.add_custom_fields, Meta.add_custom_links_and_actions, cast, sbool, doctype_or_field, property_type, row_name, field_name, doc_type, is_system_generated, reset_customization, reset_to_defaults, reset_layout, CustomizeForm.make_property_setter, set_property_setters_for_doctype, set_property_setters_for_docfield, set_property_setter_for_field_order, update_order_property_setter, preserve_naming_series_options_in_property_setter, set_in_list_view_property, make_default, update_naming_series_property_setter, setup_properties, add_index, search_index, field_order, links_order, import_doc, delete_old_doc, Field type cannot be changed for, label change not showing, field still hidden after update, customization overrides app, my change to the doctype json does nothing, customize form, property setter, i changed the field in the code and the screen still shows the old label, why does my edit to the doctype file do nothing on the form, the field is still hidden even though i set it visible in the app, made a field required in code but it is still optional on the form, the dropdown still shows the old choices after i updated them, i deployed the change and ran the update and the form did not move at all, reset to defaults did not remove my customisations, how do i see every override someone made on one form, i turned a checkbox setting off and it behaves as if it is on, changing one field changed the same field on every other form too, the extra buttons and related links i added stopped appearing after an update, nothing warns me that a form was customised how do i tell, the button i added does not appear on the toolbar	knowledge/bench/property-setter.md	-	-
